"Item","Location","Sublocation","Quantity"
"SDS 6X100X160MM","Default Location","","1.0000"
"SDS PLUDS-5X 7X100X160MM","Default Location","","1.0000"
"SDS PLUS 5X 10 X 100 X 160MM","Default Location","","1.0000"
"SDS PLUS 5X 15X200X260MM","Default Location","","1.0000"
"SDS PLUS 5X 8 X 100 X 160MM","Default Location","","4.0000"
"SDS PLUS CHISEL","Default Location","","1.0000"
"SE CLAMP 1""","Default Location","","20.0000"
"SE CLAMP 1/2""","Default Location","","35.0000"
"SE CLAMP 3/4""","Default Location","","25.0000"
"SEAFOOD BUN","Default Location","","12.0000"
"SEAGATE 1TB 2.5 HARD DRIVE","Default Location","","2.0000"
"SEAGATE 1TB CCTV GRADE HARD DRIVE","Default Location","","1.0000"
"SEAGATE 1TB HARD DRIVE","Default Location","","2.0000"
"SEAGATE 1TB SATA 7200RPM 128MB CONS ES HARD DRIVE","Default Location","","5.0000"
"SEAGATE 480GB 2.5 SATA SSD","Default Location","","1.0000"
"SEAGATE 4TB SURVEILLANCE GRADE HARDDRIVE","Default Location","","4.0000"
"SEAGATE 500GB 2.5 HARD DRIVE ","Default Location","","1.0000"
"SEAGATE 5TB ONE TOUCH BLACK USB3 EXT HDD STKZ5000400","Default Location","","2.0000"
"SEAGATE BARRACUDA 2.5 HDD","Default Location","","1.0000"
"SEAGATE BARRACUDA ST1000DM010 1TB HDD","Default Location","","-4.0000"
"SEAGATE IRONWOLF NAS HDD 4TB 64MB CACHE SATA 6GB/S 5900RPM3.5IN","Default Location","","2.0000"
"SEAGATE SKYHAWK 1TB HARDDRIVE","Default Location","","1.0000"
"SEAGATE SKYHAWK 2TB HARDDRIVE","Default Location","","9.0000"
"SEAGATE SKYHAWK 8TB HDD ","Default Location","","4.0000"
"SEAGATE SKYHAWK HARD DRIVE ST6000VX001  6TB HARD DRIVE","Default Location","","19.0000"
"SEAGATE SKYHAWK ST4000VX000 HDD","Default Location","","15.0000"
"SEAGATE SKYHAWK ST4000VX007 4TB HDD","Default Location","","52.0000"
"SEAGATE ST1000LM014 1TB HARD DRIVE","Default Location","","1.0000"
"SEAGATE ST1000LM015 1TB SSHD MOBILE HARD DISK DRIVE","Default Location","","1.0000"
"SEAGATE ST1000VX001 1TB HARD DRIVE","Default Location","","2.0000"
"SEAGATE ST2000DM001 2TB HARD DRIVE","Default Location","","4.0000"
"SEAGATE ST2000VX003 2TB HARD DRIVE","Default Location","","-2.0000"
"SEAGATE STBF500300 GOFLEX SATELLITE 500GB","Default Location","","1.0000"
"SEAGATE STDR2000302 2TB USB 3.0 HARD DRIVE","Default Location","","1.0000"
"SEAGATE SV35 1TB","Default Location","","1.0000"
"SEAGATE SV35 ST2000VX000 2TB","Default Location","","3.0000"
"SEALANT SILICON 280ml","Default Location","","2.0000"
"SEALED RECHARGEABLE BATTERY 12V 18AH","Default Location","","1.0000"
"SECURE 1500VA UNINTERRUPTIBLE POWER SUPPLY","Default Location","","2.0000"
"SECURE 3 SOCKETS 220V AVR","Default Location","","15.0000"
"SECURE 650VA UNINTERRUPTIBLE POWER SUPPLY","Default Location","","37.0000"
"SECURE AVR 500 WATTS","Default Location","","-4.0000"
"SECURE UPS 650VA","Default Location","","1.0000"
"SENNHEISER HD230","Default Location","","1.0000"
"SEPAK TAKRAW","Default Location","","1.0000"
"SERVICE CHARGE","Default Location","","-10.0000"
"SERVICE GEAR","Default Location","","1.0000"
"SESAME BUTCHI","Default Location","","-51.0000"
"SFP LC TX/RX 1310NM 40KM","Default Location","","9.0000"
"SHABU SHABU MIX","Default Location","","-8.0000"
"SHAFTING 3/8 ","Default Location","","4.0000"
"SHAFTING 5/16","Default Location","","1.0000"
"SHARKSFIN SIOMAI","Default Location","","3.0000"
"SHARPENER PLASTIC DOUBLE","Default Location","","2052.0000"
"SHARPENER TABLE TYPE","Default Location","","1.0000"
"SHELF BRACKET 10 X 12","Default Location","","2.0000"
"SHELF CANTILEVER TRAY 10”","Default Location","","3.0000"
"SHELF CANTILEVER TRAY HEIGHT 1U/45MM X DEPTH 10”  ","Default Location","","3.0000"
"SHELF FIXED TRAY FOR 800MM","Default Location","","3.0000"
"SHELF FIXED TRAY FOR 800MM DEPTH ","Default Location","","2.0000"
"SHELLEY PVC SOLVENT CEMENT / CAN","Default Location","","2.0000"
"SHELVES ROCK (TRAY)","Default Location","","-1.0000"
"SHERLOCK SIDEKEY PADLOCK 12'S 20MM","Default Location","","1.0000"
"SHERLOCK SIDEKEY PADLOCK 12'S 26MM","Default Location","","20.0000"
"SHERLUX SPRAY PAINT HAIER GRAY","Default Location","","1.0000"
"SHIELDED RJ45 PLUG TOUGH CONNECTOR","Default Location","","278.0000"
"SHOERACK","Default Location","","8.0000"
"SHORT ELBOW 1/2""","Default Location","","10.0000"
"SHOVEL FIBERGLASS HANDLE EAGLE","Default Location","","1.0000"
"SHRIMP DUMPLING 454G","Default Location","","1.0000"
"SHRINK TUBE 2MM","Default Location","","1.0000"
"SHURE MICROPHONE LX-800","Default Location","","1.0000"
"SHURE MICROPHONE PGA58","Default Location","","1.0000"
"SHURE SH-200","Default Location","","2.0000"
"SIAMESE CABLE","Default Location","","15.0000"
"SIEMENS  BPZ:500-034860  HCP Intelligent Control Point (1 year Warranty) ","Default Location","","5.0000"
"SIEMENS  S54320-F5-A2  HI921 Heat Detector (1 year Warranty) ","Default Location","","4.0000"
"SIEMENS  S54400-A39-A1  FCA2016-U1 RS485 class A module (iso.) (1 year Warranty)","Default Location","","2.0000"
"SIEMENS BPZ:500-094151  DB-11 6"" DETECTOR BASE ASSY (1 year Warranty) ","Default Location","","130.0000"
"SIEMENS S54320-F4-A2  OP921 Optical Smoke Detector (1 year Warranty) ","Default Location","","127.0000"
"SIEMENS S54321-F8-A1 XMS-D XMS-D  Address, double act MPS Isolation (1 year Warranty)","Default Location","","9.0000"
"SIEMENS S54361-F9-A1  SC-HS-WR-F Horn-Strobe (wall, red, Fire)","Default Location","","9.0000"
"SIEMENS S54400-B73-A1  FT2014-R3 Remote display (red) (1 year Warranty) ","Default Location","","4.0000"
"SIEMENS S54400-C14-A1  FC922-US 252-point system with 170W power supply and standard ","Default Location","","2.0000"
"SIEMENS S54400-C55-A2 FHK2002-R3 Red 2 Height Unit 1 Window Enclosure kit (for FC922, ","Default Location","","2.0000"
"SILICON GUN","Default Location","","1.0000"
"SILICON POWER MICROSDHC 16GB","Default Location","","1.0000"
"SILVERSTONE 700W 80+ WHITE PSU","Default Location","","1.0000"
"SILVERSTONE SST-AP121 COMPUTER FAN","Default Location","","-3.0000"
"SINCLAIR LATEX WHT 1 GAL","Default Location","","1.0000"
"SINGAPORE FISH CAKE 454G","Default Location","","2.0000"
"SINGAPORE FISHBALL","Default Location","","-7.0000"
"SINGLE BOARD COMPUTER CASING W/ FAN","Default Location","","6.0000"
"SINGLE, HOT-PLUG POWER SUPPLY (1+0), 495W,CUSKIT ","Default Location","","1.0000"
"SINOCAN P10-S PRINTER ","Default Location","","1.0000"
"SINOCAN POS TOUCHSCREEN F11-15","Default Location","","1.0000"
"SIOMAI BEEF REG.","Default Location","","-65.0000"
"SIOMAI CHICKEN REG.","Default Location","","194.0000"
"SIOMAI KILO","Default Location","","1.0000"
"SIOMAI PORK REG.","Default Location","","466.0000"
"SIOMAI SPECIAL PORK","Default Location","","842.0000"
"SIOMAI SPECIAL PORK & SHRIMP","Default Location","","3.0000"
"SJ LAMMA CASE 8018 IPHONE 5 BLACK","Default Location","","1.0000"
"SKIM COAT/KL","Default Location","","2.0000"
"SKYHAWK™ ST6000VX009 6TB HARD DRIVE","Default Location","","4.0000"
"SKYWAVE CEILING ANTENNA (Q7/27)","Default Location","","1.0000"
"SKYWAVE DUAL BAND 1800/2100 4G REPEATER","Default Location","","1.0000"
"SKYWAVE DUAL BAND 900/1800 SIGNAL BOOSTER","Default Location","","1.0000"
"SKYWAVE LMR195 SHEILDED COAX CABLE (10M N-M/N-M)","Default Location","","1.0000"
"SKYWAVE LMR195 SHEILDED COAX CABLE (15M N-M/N-M)","Default Location","","1.0000"
"SKYWAVE LPDA ANTENNA (DR7/27)","Default Location","","1.0000"
"SKYWORTH LED 32E3000 MONITOR","Default Location","","4.0000"
"SKYWORTH LED 55G6","Default Location","","1.0000"
"SLEEVE CAP","Default Location","","50.0000"
"SLIDER FOLDER LONG","Default Location","","20.0000"
"SLIDER FOLDER SHORT","Default Location","","20.0000"
"SLIM NAIL 2IN","Default Location","","3.0000"
"SLOTTED ANGLE BAR 2.0mmx1-1/2""x1-1/2""x10ft","Default Location","","50.0000"
"SM405B-F","Default Location","","1.0000"
"SMART COVER FOR IPAD 2 PORTFOLIO RED CLASS A","Default Location","","1.0000"
"SMART COVER FOR IPAD 2 RED","Default Location","","-1.0000"
"SMART TELEVISION 86""","Default Location","","-1.0000"
"SMART TELEVISION LG SMART 86"" 86UR8050P5B","Default Location","","-1.0000"
"SMARTBRO KIT","Default Location","","2.0000"
"SMD TANTALUM 33OUT 2.5V","Default Location","","8.0000"
"SMOKE SABRE HAND-HELD AEROSOL 150ML","Default Location","","2.0000"
"SMOKED SALMON PREMIUM 170G","Default Location","","3.0000"
"SNADI 1KW12V INVERTER","Default Location","","1.0000"
"SNIP AVIATION STRAIGHT CUT MAXSTEEL","Default Location","","10.0000"
"SOCKET WEATHER PROOF AMERICAN","Default Location","","30.0000"
"SOFTWARE MICROSOFT WINSVRCAL 2012 SINGL OLP NL DVCCAL","Default Location","","10.0000"
"SOFTWARE WIN10 PRO 64 BIT OEM","Default Location","","3.0000"
"SOLAR HOME DEEP CYCLE BATTERY 50AH","Default Location","","2.0000"
"SOLAR HOMES DEEP CYCLE BATTERY 100AH","Default Location","","3.0000"
"SOLAR PANEL 100-WP","Default Location","","1.0000"
"SOLAR PANEL 150-WP","Default Location","","2.0000"
"SOLAR UPS 1.0KVA","Default Location","","4.0000"
"SOLDERING FILAMENT 30W","Default Location","","1.0000"
"SOLDERING LEAD","Default Location","","2.0000"
"SOLDERING TIP 30W","Default Location","","1.0000"
"SOLVENT CEMENT","Default Location","","25.0000"
"SOLVENT CEMENT (CAN)","Default Location","","1.0000"
"SOLVENT CEMENT 100ML","Default Location","","1.0000"
"SOLVENT CEMENT 120ML","Default Location","","4.0000"
"SOLVENT CEMENT 400CC BIG","Default Location","","1.0000"
"SOLVENT CEMENT 500ML","Default Location","","4.0000"
"SONIC GEAR QUATRO 2 USB SPEAKER","Default Location","","1.0000"
"SONY AD-7240S DVD/CD REWRITABLE DRIVE","Default Location","","1.0000"
"SONY DRV-880S","Default Location","","-1.0000"
"SONY DVD+R 16X 4.7GB","Default Location","","30.0000"
"SONY DVD+RW 4X IN JEWL CASE","Default Location","","10.0000"
"SONY ICD-PX470 VOICE RECORDER","Default Location","","3.0000"
"SONY MEMORY STICK PRO DUO 16GB","Default Location","","1.0000"
"SONY MOUSE GENERIC","Default Location","","3.0000"
"SONY VAIO MOUSE BLUE","Default Location","","1.0000"
"SONY VAIO MOUSE SILVER","Default Location","","1.0000"
"SONY WAISTBAND AMPLIFIER","Default Location","","5.0000"
"SONY XPERIA NEO L BLACK","Default Location","","1.0000"
"SOUR APPLE TAPE","Default Location","","-150.0000"
"SOUR BELT 2 COLORS","Default Location","","2200.0000"
"SOUR BELT 4 COLORS","Default Location","","-75.0000"
"SOUR BELT BLUE RASPBERRY","Default Location","","2275.0000"
"SPAGHETTI PAPER BOX","Default Location","","498.0000"
"SPAGHETTI TUBE 20MM","Default Location","","15.0000"
"SPARE KEY SET: ENABLE SWITCH KEY (901) AND 4 X CABINET LOCKS (refs:801,FH001,CAT30 & KT3001) Made in UK ","Default Location","","1.0000"
"SPARE TEST KEYS FOR MANUAL CALL POINT","Default Location","","1.0000"
"SPEAKER PLUG","Default Location","","2.0000"
"SPEAKER STAND SP 5211B","Default Location","","2.0000"
"SPEAKER WIRE # 16","Default Location","","30.0000"
"SPECIALTY PAPER 90GSM","Default Location","","2.0000"
"SPEED 500W POWER SUPPLY","Default Location","","-4.0000"
"SPEED 900W SPEAKER","Default Location","","5.0000"
"SPEED BD-264","Default Location","","4.0000"
"SPEED CD410","Default Location","","28.0000"
"SPEED CD740","Default Location","","27.0000"
"SPEED SP-C EX05 CASING","Default Location","","7.0000"
"SPEED SP-C EX07 CASING","Default Location","","1.0000"
"SPEED SPMS-156 PINK","Default Location","","2.0000"
"SPEED SPMS-156 WHITE","Default Location","","1.0000"
"SPEED SPMS-156 YELLOW","Default Location","","1.0000"
"SPEED SPMS-159","Default Location","","6.0000"
"SPEED SPMS-73 BLACK","Default Location","","4.0000"
"SPEED SPMS-73 ORANGE","Default Location","","8.0000"
"SPEED SPMS-73 PINK","Default Location","","6.0000"
"SPEED SPMS-73 RED","Default Location","","7.0000"
"SPEED SPMS-73 WHITE","Default Location","","9.0000"
"SPEED SPS-01A","Default Location","","23.0000"
"SPEED SPU-C-05 USB EXTENSION CABLE","Default Location","","-3.0000"
"SPEED SPU-CR-19 USB CARD READER","Default Location","","1.0000"
"SPEED SPU-H4-17","Default Location","","5.0000"
"SPEED U3393 RACING WHEEL","Default Location","","2.0000"
"SPEED USB JOYSTICK DUAL SHOCK","Default Location","","3.0000"
"SPIRAL NOTEBOOK 80'S","Default Location","","372.0000"
"SPLITTER 1WAY RJ11","Default Location","","2.0000"
"SPLITTER 2WAY","Default Location","","2.0000"
"SPLITTER 4 WAY","Default Location","","1.0000"
"SPOON","Default Location","","30.0000"
"SPRAY GUN","Default Location","","1.0000"
"SPRAY PAINT","Default Location","","1.0000"
"SPRING","Default Location","","8.0000"
"SQ BOX","Default Location","","-2.0000"
"SQL SERVER 2022 1 DEVICE CAL CSP","Default Location","","4.0000"
"SQL SERVER 2022 STANDARD EDITION CSP","Default Location","","2.0000"
"SQUARE BAR 1/2"" X 20","Default Location","","140.0000"
"SQUARE BOX","Default Location","","107.0000"
"SQUARE BOX METAL 4 X 5","Default Location","","1.0000"
"SQUARE BOX POLY","Default Location","","304.0000"
"SQUASH SEEDS","Default Location","","50.0000"
"SQUID BUN","Default Location","","-12.0000"
"SQUID ROLL","Default Location","","6.0000"
"SQUIDBALL 500G","Default Location","","4.0000"
"SRNE HF2430S60-100 24V","Default Location","","1.0000"
"SSD 1TB 2.5""","Default Location","","-4.0000"
"ST CONNECTOR 1/2""","Default Location","","20.0000"
"STABILO HIGHLIGHTER PEN","Default Location","","-10.0000"
"STABILO HIGHLIGHTER PEN GREEN","Default Location","","2.0000"
"STABILO HIGHLIGHTER PEN ORANGE","Default Location","","2.0000"
"STABILO HIGHLIGHTER PEN PINK","Default Location","","2.0000"
"STABILO HIGHLIGHTER PEN PURPLE","Default Location","","2.0000"
"STABILO HIGHLIGHTER PEN YELLOW ","Default Location","","2.0000"
"STAINLESS BOLT WITH NUT 3/16 X 3/14","Default Location","","10.0000"
"STAINLESS BOLTS AND NUTS 1/4 X 1","Default Location","","2.0000"
"STAINLESS HOSE CLAMP 10” ","Default Location","","14.0000"
"STALLION CAWA #1","Default Location","","2.0000"
"STAMP PAD INK 30ML","Default Location","","2.0000"
"STAMP PAD WITH INK","Default Location","","2.0000"
"STAND FRAME BRACKET FOR DATA CABINET HEIGHT 3.5FT. X WIDTH 640MM X DEPTH 740MM ","Default Location","","1.0000"
"STANDARD #16 STS 16 ELECTRIC STAND FAN","Default Location","","2.0000"
"STANLEY ADJUSTABLE WRENCH 8""","Default Location","","2.0000"
"STANLEY ADJUSTABLE WRENCH STMT87434-8","Default Location","","1.0000"
"STANLEY SCREWDRIVER 1PTX 150MM","Default Location","","1.0000"
"STAPLE 1""","Default Location","","80.0000"
"STAPLE 3/4","Default Location","","-16.0000"
"STAPLE WIRE # 1 (BOX)","Default Location","","3.0000"
"STAPLE WIRE # 35","Default Location","","123.0000"
"STAPLER # 10","Default Location","","21.0000"
"STAPLER # 35 MAGIK","Default Location","","44.0000"
"STAPLER # 35 MAX HD-50R ","Default Location","","-9.0000"
"STAPLER #35","Default Location","","43.0000"
"STAR PAD","Default Location","","35.0000"
"STARWAX FLOORWAX DYE 180G","Default Location","","1057.0000"
"STARWAX FLOORWAX RED 180G","Default Location","","123.0000"
"STARWAX FLOORWAX RED 225G","Default Location","","-17.0000"
"STATIONERY TAPE 1 X 50YRD","Default Location","","12.0000"
"STATIONERY TAPE 1""","Default Location","","551.0000"
"STATIONERY TAPE 3/4""","Default Location","","47.0000"
"STEEL MATTING 4 X 8 3mm","Default Location","","30.0000"
"STEP GUARD MULTI PURPOSE LADDER 4X4","Default Location","","1.0000"
"STICKEE GLUE 125G","Default Location","","-14.0000"
"STICKERS MR SOO'S DELI 1-1/8 X 1-11/16 OVAL 3 COLORS","Default Location","","10000.0000"
"STICKY NOTE SIGN HERE","Default Location","","-10.0000"
"STIKWELL","Default Location","","1.0000"
"STING RED","Default Location","","43.0000"
"STOVE BOLT 1/4 X 1/2","Default Location","","10.0000"
"STP CABLE LEVEL 1","Default Location","","567.5000"
"STRAIGHT  CONNECTOR","Default Location","","3.0000"
"STRAIN INSULATOR","Default Location","","10.0000"
"STRANDED FENCE WIRE","Default Location","","150.0000"
"STRANDED WIRE #10","Default Location","","20.0000"
"STRAWBERRY BELT","Default Location","","2200.0000"
"STRONTIUM MICRO-SD 16GB CLASS 6","Default Location","","2.0000"
"STRONTIUM MICRO-SD 32GB CLASS-10","Default Location","","3.0000"
"STRONTIUM SODIMM DDR2800 2GB","Default Location","","1.0000"
"STRONTIUM SODIMM DDR3-1333 2GB ","Default Location","","8.0000"
"STRONTIUM SODIMM DDR3-1333 4GB ","Default Location","","8.0000"
"STRONTIUM USB FLASH DRIVE 16GB BOLD BLACK","Default Location","","1.0000"
"STRONTIUM USB FLASH DRIVE 32GB BLACK BOLD","Default Location","","1.0000"
"STYRO 1/2 X 2 X 3","Default Location","","6.0000"
"STYROFOAM 1/2 X 2 X 3","Default Location","","3.0000"
"STYROFOAM 1/2 X 4 X 8","Default Location","","1.0000"
"SUMO 6FT FOLD IN HALF TABLE 72 X 30 WHT ST-7230F","Default Location","","1.0000"
"SUMO WORKING TABLE 72 X 18 ST-1872","Default Location","","1.0000"
"SUN FLOWER SEED CHOCOLATE 1KL","Default Location","","4400.0000"
"SUNARK 100AH BATTERY","Default Location","","-5.0000"
"SUNLUX XL-9610 2D WIRELESS BARCODE SCANNER ","Default Location","","1.0000"
"SUNSHIELD SILICON SEALANT CLEAR","Default Location","","1.0000"
"SUPERMICRO 300 WATT ATX POWER SUPPLY","Default Location","","1.0000"
"SUPPORT POST 3/4 SS304 WITH PULL THRU","Default Location","","1.0000"
"SUPPORT POST 8MM SS304 ROD WITH SLEEVE","Default Location","","1.0000"
"SURER PLUG","Default Location","","7.0000"
"SURF DETERGENT POWDER SNFRESH 1100G","Default Location","","5.0000"
"SURF DETERGENT POWDER YELLOW 1100G","Default Location","","6.0000"
"SURGE PROTECTOR","Default Location","","1.0000"
"SVIDEO TO RCA EXTENSION CABLE","Default Location","","2.0000"
"SWEET BEANS","Default Location","","2490.0000"
"SWEET CORN 1KL","Default Location","","8.0000"
"SWIRL LOLLIPOPS JUMBO","Default Location","","45.0000"
"SWITCH 1 GANG ROYU","Default Location","","1.0000"
"SWITCH BOX","Default Location","","614.0000"
"SWITCH BOX W/ BLANK PLATE","Default Location","","7.0000"
"SYMBOL LS1203 7AZU0100SR BARCODE SCANNER KIT","Default Location","","4.0000"
"SYNCRIGHT GPC CLOCK 12 IN","Default Location","","1.0000"
"SYNCRIGHT GPC CLOCK 5 IN","Default Location","","1.0000"
"SYNOLOGY DS214+ DISK STATION 2 - BAY NETWORK STORAGE","Default Location","","1.0000"
"SYNOLOGY DS216+ 2- BAY 2.5""/3.5"" SATA DESKTOP NAS","Default Location","","2.0000"
"SYNOLOGY DS220+ DISK STATION 2 - BAY NETWORK STORAGE","Default Location","","1.0000"
"SYSTEM X ENTERPRISE 2UCBLE MANAGEMENT ARM (CMA)","Default Location","","1.0000"
"SYSTEM X3650 M5 ADVANCE LCD LIGHT PATH KIT","Default Location","","1.0000"
"SYSTEM X3650 M5 LOCKABLE BEZEL","Default Location","","1.0000"
"T.W. WIRE # 12","Default Location","","620.0000"
"T.W. WIRE # 12 (ROLL)","Default Location","","1.0000"
"T.W. WIRE # 14 SOLID","Default Location","","100.0000"
"T.W. WIRE # 14 STRANDED","Default Location","","20.0000"
"T.W. WIRE # 16","Default Location","","1.0000"
"T.W. WIRE # 6/7","Default Location","","6.0000"
"T.W. WIRE 4/7","Default Location","","15.0000"
"TABLE TENNIS SET","Default Location","","1.0000"
"TACKLE PULLEY 2-1/2","Default Location","","1.0000"
"TACT SWITCH 6 PIN","Default Location","","7.0000"
"TAIWAN GUMMY CANDY COLA","Default Location","","1.0000"
"TAIWAN SAUSAGE 300G","Default Location","","1.0000"
"TAPE DISPENSER BIG","Default Location","","7.0000"
"TARO FISHBALL","Default Location","","8.0000"
"TARO MEATBALL 454G","Default Location","","1.0000"
"TARPOLINE","Default Location","","15.0000"
"TCL AIRCONDITIONER TAC-12CWI/WB","Default Location","","1.0000"
"TCL AIRCONDITIONER TAC-18CSA/KEI","Default Location","","3.0000"
"TCT COAXIAL CABLE RG6 GEL TYPE","Default Location","","19688.2500"
"TDK EB100","Default Location","","1.0000"
"TEAM ELITE 256GB M.2 SSD","Default Location","","9.0000"
"TEAM ELITE 4GB DDR1600 DDR3","Default Location","","10.0000"
"TEAM ELITE 512GB M.2 NVME SSD","Default Location","","1.0000"
"TEAM ELITE 8GB DDR4 2666","Default Location","","1.0000"
"TEAM ELITE 8GB DDR4 3200 SODIMM MEMORY","Default Location","","2.0000"
"TEAM ELITE DDR1600 DDR3 4GB","Default Location","","11.0000"
"TEAM ELITE DDR2-800 SODIMM 1GB","Default Location","","2.0000"
"TEAM ELITE DDR3 1333 4GB SODIMM","Default Location","","3.0000"
"TEAM ELITE DDR3 1333 LODIMM 2GB","Default Location","","2.0000"
"TEAM ELITE DDR3-1066 SODIMM 4GB","Default Location","","1.0000"
"TEAM ELITE DDR4 2666 4GB LODIMM MEMORY","Default Location","","1.0000"
"TEAM ELITE DDR4 2666 4GB SODIMM MEMORY","Default Location","","1.0000"
"TEAM ELITE DDR4-2133 4GB","Default Location","","1.0000"
"TEAM ELITE DDR4-2133 8GB","Default Location","","4.0000"
"TEAM GROUP MS30 SSD 256GB","Default Location","","-1.0000"
"TEAMGROUP M2 SATA 3 256GB SSD","Default Location","","-1.0000"
"TECHNI-ICE SYNTHETIC ICEPACKS HEAVY DUTY 4 PLY SHEET","Default Location","","3.0000"
"TECNO SPARK G02023","Default Location","","2.0000"
"TEE ELBOW 400mm X 100mm","Default Location","","9.0000"
"TEFLON TAPE ","Default Location","","1.0000"
"TEFLON TAPE 3/4","Default Location","","7.0000"
"TEK SCREW #2 1/2","Default Location","","25.0000"
"TELEBOX CAT6 SHEILDED RJ-45 8P8C","Default Location","","49.0000"
"TELEBOX HEAVY DUTY SOLID CRIMPING TOOL ","Default Location","","2.0000"
"TELEBOX PLUG COVER CAT6","Default Location","","150.0000"
"TELEBOX SHIELDED RJ45 CAT6 CONNECTOR","Default Location","","644.0000"
"TELEPHONE BOX","Default Location","","2.0000"
"TELEPHONE CABLE","Default Location","","-59.0000"
"TELEPHONE PATCH CORD 1METER","Default Location","","119.0000"
"TELEPHONE SPLITTER 2 WAY","Default Location","","2.0000"
"TELEPHONE WIRE","Default Location","","20.0000"
"TENDA 3G150B 150MBPS PORTABLE 3G","Default Location","","2.0000"
"TENT 8 X 10","Default Location","","3.0000"
"TERASPEED SINGLE JACK/SINGLE ARMOR GEL FREE OUTDOOR STRANDED LOOSE TUBE CABLE","Default Location","","500.0000"
"TERMINAL","Default Location","","1.0000"
"TERMINAL BOX  4GANG","Default Location","","21.0000"
"TERMINAL BOX 1GANG","Default Location","","16.0000"
"TERMINAL BOX 2GANG","Default Location","","30.0000"
"TERMINAL BOX 4GANG","Default Location","","2.0000"
"TERMINAL BOX 8GANG","Default Location","","2.0000"
"TERMINAL LUG 8 X 8 X 8","Default Location","","8.0000"
"TEXTILE","Default Location","","18.0000"
"TF WIRE #16 BLACK & RED TWISTED","Default Location","","21.0000"
"TF WIRE #16 GREEN","Default Location","","10.0000"
"THERMAL GUN QT-98","Default Location","","3.0000"
"THERMAL PASTE INJECTABLE C340","Default Location","","4.0000"
"THERMAL PASTE SV30 GD66 GRAY BIG SYRINGE","Default Location","","2.0000"
"THHN WIRE #10","Default Location","","2.0000"
"THHN WIRE #10/7","Default Location","","40.0000"
"THHN WIRE 3.5MMC","Default Location","","3.0000"
"THINNER","Default Location","","1.0000"
"THINNER LACQUER","Default Location","","7.0000"
"THINNER LACQUER GALLON","Default Location","","2.0000"
"THREADED PIPE FULL 1/4","Default Location","","15.0000"
"THREADED ROD 1/4""","Default Location","","436.0000"
"THREADED ROD 3/8""","Default Location","","498.0000"
"THREADED ROD 5/16""","Default Location","","187.0000"
"THUMBTACKS SMALL","Default Location","","35.0000"
"TIDE LAUNDRY POWDER 950G","Default Location","","16.0000"
"TIE FOR WHISTLE","Default Location","","4.0000"
"TIE WIRE # 14","Default Location","","1.0000"
"TIE WIRE # 16","Default Location","","35.5000"
"TIE WIRE #16","Default Location","","32.0000"
"TIGURD TIGHT FLEXIBLE 1""","Default Location","","12.0000"
"TILE ADHESIVE ","Default Location","","40.0000"
"TINTING COLOR BLUE","Default Location","","5.0000"
"TINTING COLOR BULLETIN RED 1/4","Default Location","","2.0000"
"TINTING COLOR GREEN","Default Location","","4.0000"
"TINTING COLOR HANZA YELLOW 1/4","Default Location","","2.0000"
"TINTING COLOR RED","Default Location","","3.0000"
"TINTING COLOR THALO GREEN 1/4","Default Location","","2.0000"
"TINTING COLOR VENETIAN RED","Default Location","","7.0000"
"TINTING COLOR YELLOW","Default Location","","6.0000"
"TIRE PRESA 700 X 15","Default Location","","6.0000"
"TISSUE PAPER","Default Location","","96.0000"
"TISSUE PAPER 12'S","Default Location","","-34.0000"
"TM STAPLER #35 W/ REMOVER","Default Location","","10.0000"
"TM-12 DIGITS CALCULATOR","Default Location","","2.0000"
"TOILET BRUSH PLASTIC","Default Location","","1.0000"
"TOOL BAG","Default Location","","1.0000"
"TOP GLASS 140CM X 70CM","Default Location","","1.0000"
"TOPP PRO XCS-12A ACTIVE SPEAKER","Default Location","","2.0000"
"TORCH MULTIPURPOSE","Default Location","","2.0000"
"TORNADO COLOSSUS POWER SUPPLY KC-600 600WATTS","Default Location","","1.0000"
"TOSHIBA CANVIO 3.0 PORTABLE 2TB HARD DRIVE EXTERNAL","Default Location","","2.0000"
"TOUCHPEN FOR IPHONE","Default Location","","5.0000"
"TOUGH CABLE CARRIER 304.8M","Default Location","","4496.0000"
"TOUGH SWITCH 8 PORT","Default Location","","8.0000"
"TOX #6","Default Location","","212.0000"
"TOX #8","Default Location","","90.0000"
"TOX SCREW","Default Location","","2.0000"
"TOX W/ SCREW","Default Location","","920.0000"
"TOX W/ SCREW #6","Default Location","","111.0000"
"TOX W/ SCREW 10 X 1","Default Location","","312.0000"
"TOX W/ SCREW 12 X 2","Default Location","","6.0000"
"TOX W/ SCREW 12 X 45","Default Location","","10.0000"
"TOX W/ SCREW 5","Default Location","","-124.0000"
"TOX W/ SCREW 6 X 1","Default Location","","314.0000"
"TOX W/ SCREW 6 X 1/4","Default Location","","115.0000"
"TOY ","Default Location","","9.0000"
"TOY CROWN","Default Location","","3.0000"
"TP LINK USB to LAN GIGABIT","Default Location","","1.0000"
"TP-LINK 450MBPS WIRELESS N ROUTER TL-WR940N","Default Location","","2.0000"
"TPLINK AC1200 RE330 WIFI RANGE EXTENDER","Default Location","","2.0000"
"TPLINK AC600 MINI WIRELESS USB ADAPTER","Default Location","","-2.0000"
